"data","animale","specie","malattia","peso","dieta","veterinario"
"2021-03-25",4,"Mockingbird galapagos","",619790,"","HXOPFS49O09L860N"
"2021-04-24",4,"Mockingbird galapagos","",619805,"","JWDPWX14W11D641Z"
"2021-05-24",4,"Mockingbird galapagos","",619795,"","QENHBQ79P95H124I"
"2021-06-23",4,"Mockingbird galapagos","",619797,"","CRPRFQ00X25H955M"
"2021-07-06",4,"Mockingbird galapagos","Leucosi bovina enzootica",619793,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","ZFOAKJ36I08K413L"
"2021-08-05",4,"Mockingbird galapagos","",619791,"","RLWBSX60B89K307G"
"2021-09-04",4,"Mockingbird galapagos","",619793,"","ICQQFH55P73G575S"
"2021-10-04",4,"Mockingbird galapagos","",619798,"","ICQQFH55P73G575S"
"2021-10-07",4,"Mockingbird galapagos","West nile disease",619794,"No mangime per i prossimi 2 mesi solo Vegetali","HKASFO52W74K212M"
"2021-11-06",4,"Mockingbird galapagos","",619796,"","DOXGCA67I93B435L"
"2021-12-06",4,"Mockingbird galapagos","",619798,"","SFPKPJ09U63O240C"
"2022-01-05",4,"Mockingbird galapagos","Rinotracheite infettiva del bovino (IBR)",619799,"Solo mangime medico per 4 settimane","QKSBYE86N59G823A"
"2021-03-23",4,"Buttermilk snake","",15383,"","VWVRAA05P61R641G"
"2021-04-22",4,"Buttermilk snake","",15388,"","QKPKQX43V87J697X"
"2021-05-17",4,"Buttermilk snake","Brucellosi",15375,"Alternare vegetali a mangime medico","SFFKVE90Y79P278X"
"2021-06-16",4,"Buttermilk snake","",15392,"","SBFNFR02Y66Y686T"
"2021-07-16",4,"Buttermilk snake","",15374,"","HLZDCY93J51K599T"
"2021-08-15",4,"Buttermilk snake","",15389,"","UNMMKP78I91B283B"
"2021-09-14",4,"Buttermilk snake","",15384,"","LXLDKR21X49J408B"
"2021-09-28",4,"Buttermilk snake","Leucosi bovina enzootica",15388,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","XZARRT13S94C682F"
"2021-10-28",4,"Buttermilk snake","",15374,"","AZVQRE05Q26F968B"
"2021-11-27",4,"Buttermilk snake","",15388,"","ZXSPCC42H10W293Q"
"2021-12-27",4,"Buttermilk snake","",15375,"","CSURHY42I31P326H"
"2022-01-26",4,"Buttermilk snake","",15391,"","MCZSYA79M27W095Y"
"2022-02-25",4,"Buttermilk snake","",15380,"","WZANMN50R81D594P"
"2022-03-27",4,"Buttermilk snake","",15389,"","PIGYLO79S06Z799G"
"2022-04-26",4,"Buttermilk snake","",15380,"","ZUSDBT27S18I066Q"
"2022-05-26",4,"Buttermilk snake","",15385,"","AZVQRE05Q26F968B"
"2022-06-25",4,"Buttermilk snake","Influenza aviaria",15379,"Mangime a base di Vegetali per 1 mese","GGGXXP31J75H693A"
"2022-07-25",4,"Buttermilk snake","",15374,"","DGNSAO74I34G132X"
"2022-08-24",4,"Buttermilk snake","",15381,"","EXTHNF29D85P050R"
"2022-09-23",4,"Buttermilk snake","",15374,"","HOINOQ93M20S623A"
"2022-10-23",4,"Buttermilk snake","",15380,"","TDFCSH37D78G480U"
"2022-11-22",4,"Buttermilk snake","",15390,"","OVLOWK98S40H989D"
"2022-12-22",4,"Buttermilk snake","",15392,"","HFTZLR42P54I038D"
"2023-01-21",4,"Buttermilk snake","",15380,"","FFNPLL70Q85Q417Y"
"2023-02-20",4,"Buttermilk snake","Influenza aviaria",15378,"No mangime per i prossimi 2 mesi solo Vegetali","BENAZV35V84G728Y"
"2023-03-22",4,"Buttermilk snake","West nile disease",15383,"No mangime per i prossimi 2 mesi solo Vegetali","BENAZV35V84G728Y"
"2023-04-21",4,"Buttermilk snake","",15382,"","UAYJOG77C56Q827R"
"2023-05-21",4,"Buttermilk snake","",15388,"","HTIZLM98F82A499K"
"2023-06-20",4,"Buttermilk snake","",15380,"","HOINOQ93M20S623A"
"2023-07-20",4,"Buttermilk snake","",15375,"","GGGXXP31J75H693A"
"2023-08-19",4,"Buttermilk snake","",15378,"","GTRNQS12W82G871H"
"2021-10-07",4,"Red-cheeked cordon bleu","",441158,"","HIJOOR58D37G603M"
"2021-11-06",4,"Red-cheeked cordon bleu","",441156,"","ZXSPCC42H10W293Q"
"2021-12-06",4,"Red-cheeked cordon bleu","",441164,"","QKPKQX43V87J697X"
"2021-12-09",4,"Red-cheeked cordon bleu","Leishmania",441156,"Alternare vegetali a mangime medico","DKKRNI12W38H575K"
"2022-01-08",4,"Red-cheeked cordon bleu","",441154,"","GQNGLA85E82M951E"
"2022-02-07",4,"Red-cheeked cordon bleu","Trichinella",441153,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","DGNSAO74I34G132X"
"2022-03-09",4,"Red-cheeked cordon bleu","",441162,"","IQCTNU06Z63Q898C"
"2022-04-08",4,"Red-cheeked cordon bleu","Encefalopatie spongiformi trasmissibili",441159,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","UNMMKP78I91B283B"
"2022-05-02",4,"Red-cheeked cordon bleu","Malattia vescicolare dei suini",441153,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","HLZDCY93J51K599T"
"2022-06-01",4,"Red-cheeked cordon bleu","",441149,"","KVOXDR94O16L595F"
"2022-06-23",4,"Red-cheeked cordon bleu","Febbre catarrale degli ovini",441164,"No carne per 2 mesi","KVOXDR94O16L595F"
"2022-07-23",4,"Red-cheeked cordon bleu","",441164,"","HFTZLR42P54I038D"
"2022-08-22",4,"Red-cheeked cordon bleu","",441155,"","KUCTKZ61T24Y447T"
"2022-09-21",4,"Red-cheeked cordon bleu","",441149,"","QJESUE82Q82S026B"
"2022-10-21",4,"Red-cheeked cordon bleu","",441159,"","MXWYXX83C31B873T"
"2022-11-14",4,"Red-cheeked cordon bleu","Tubercolosi bovina",441151,"No mangime per i prossimi 2 mesi solo Vegetali","QKPKQX43V87J697X"
"2022-12-14",4,"Red-cheeked cordon bleu","",441155,"","RRSPAR95S04V869K"
"2023-01-13",4,"Red-cheeked cordon bleu","",441157,"","PTLZUN37T49S915U"
"2023-02-12",4,"Red-cheeked cordon bleu","",441149,"","HKASFO52W74K212M"
"2023-03-14",4,"Red-cheeked cordon bleu","",441156,"","ICQQFH55P73G575S"
"2023-04-13",4,"Red-cheeked cordon bleu","",441167,"","DKKRNI12W38H575K"
"2023-05-13",4,"Red-cheeked cordon bleu","",441164,"","UOQAQQ70P22F991L"
"2023-06-12",4,"Red-cheeked cordon bleu","",441159,"","UOQAQQ70P22F991L"
"2023-07-12",4,"Red-cheeked cordon bleu","",441166,"","VWGGON61Q76R110T"
"2023-08-11",4,"Red-cheeked cordon bleu","",441152,"","HODKWJ04P69L937F"
"2023-09-10",4,"Red-cheeked cordon bleu","",441160,"","OJUKSG65F46U287A"
"2021-06-08",4,"Bird pied butcher","",385490,"","BENAZV35V84G728Y"
"2021-07-08",4,"Bird pied butcher","",385481,"","SBFNFR02Y66Y686T"
"2021-08-07",4,"Bird pied butcher","Malattia di Newcastle",385481,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","RMUFCJ21P23Y875K"
"2021-09-06",4,"Bird pied butcher","",385484,"","XZARRT13S94C682F"
"2021-10-06",4,"Bird pied butcher","",385481,"","BASQCC79U17X832X"
"2021-11-05",4,"Bird pied butcher","",385496,"","ZXSPCC42H10W293Q"
"2021-12-05",4,"Bird pied butcher","",385483,"","DBEFQA23Q80X119K"
"2022-01-04",4,"Bird pied butcher","",385488,"","GTRNQS12W82G871H"
"2022-02-03",4,"Bird pied butcher","",385484,"","ICQQFH55P73G575S"
"2022-03-05",4,"Bird pied butcher","",385486,"","DISLRN11Y28S991O"
"2022-04-04",4,"Bird pied butcher","",385486,"","TDFCSH37D78G480U"
"2022-05-04",4,"Bird pied butcher","",385481,"","LSXHKI99G45I261M"
"2022-06-03",4,"Bird pied butcher","",385483,"","HODKWJ04P69L937F"
"2022-07-03",4,"Bird pied butcher","",385492,"","BENAZV35V84G728Y"
"2022-07-31",4,"Bird pied butcher","Trichinella",385490,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","MJJYOH26B81U169C"
"2022-08-30",4,"Bird pied butcher","",385482,"","RMUFCJ21P23Y875K"
"2022-09-29",4,"Bird pied butcher","",385487,"","QKSBYE86N59G823A"
"2022-10-29",4,"Bird pied butcher","",385481,"","MJJYOH26B81U169C"
"2022-11-28",4,"Bird pied butcher","",385488,"","DKKRNI12W38H575K"
"2022-12-03",4,"Bird pied butcher","Peste suina africana",385495,"Solo mangime medico per 4 settimane","CSURHY42I31P326H"
"2022-12-09",4,"Bird pied butcher","Salmonellosi aviarie non tifoidee",385492,"Solo mangime medico per 4 settimane","HFTZLR42P54I038D"
"2023-01-08",4,"Bird pied butcher","",385495,"","ZQNFVZ88N58P737Y"
"2023-02-07",4,"Bird pied butcher","",385489,"","UEESQB52D01C783S"
"2023-03-09",4,"Bird pied butcher","",385496,"","GTBBNJ43V27L642G"
"2023-04-08",4,"Bird pied butcher","",385493,"","XKDHSE52X77W080Z"
"2021-07-17",4,"Anteater giant","",858624,"","SFPKPJ09U63O240C"
"2021-08-13",4,"Anteater giant","Malattia emorragica virale del coniglio (MEV/RHD)",858617,"Mangime a base di Vegetali per 1 mese","QKSBYE86N59G823A"
"2021-09-08",4,"Anteater giant","West nile disease",858616,"Solo mangime medico per 4 settimane","ZFOAKJ36I08K413L"
"2021-10-08",4,"Anteater giant","",858617,"","DMWBFI26H80R696J"
"2021-11-07",4,"Anteater giant","",858633,"","FFNPLL70Q85Q417Y"
"2021-11-25",4,"Anteater giant","Afta epizootica",858627,"Alternare vegetali a mangime medico","QKPKQX43V87J697X"
"2021-12-25",4,"Anteater giant","",858623,"","PTLZUN37T49S915U"
"2022-01-24",4,"Anteater giant","Paratubercolosi o Johne's Disease",858615,"No carne per 2 mesi","OPFLBG35E28T343X"
"2022-02-23",4,"Anteater giant","",858622,"","IKPIXP95B63A322L"
"2022-03-25",4,"Anteater giant","",858625,"","DZNPCP87G63Q961Q"
"2022-04-24",4,"Anteater giant","",858630,"","PTLZUN37T49S915U"
"2022-05-06",4,"Anteater giant","Encefalopatie spongiformi trasmissibili",858631,"Mangime a base di Vegetali per 1 mese","PIGYLO79S06Z799G"
"2022-06-05",4,"Anteater giant","",858630,"","DKKRNI12W38H575K"
"2022-07-05",4,"Anteater giant","",858628,"","TAKTMI77H14V676G"
"2022-08-04",4,"Anteater giant","",858616,"","BPIZZN04U03S425U"
"2022-09-03",4,"Anteater giant","Afta epizootica",858630,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","RMUFCJ21P23Y875K"
"2022-10-03",4,"Anteater giant","",858633,"","BJFCGM55W01H356I"
"2022-11-02",4,"Anteater giant","",858625,"","RMUFCJ21P23Y875K"
"2022-12-02",4,"Anteater giant","",858628,"","SFFKVE90Y79P278X"
"2023-01-01",4,"Anteater giant","",858631,"","DZNPCP87G63Q961Q"
"2021-07-03",4,"Goose greylag","",142064,"","ZFOAKJ36I08K413L"
"2021-08-02",4,"Goose greylag","Scrapie",142068,"Alternare vegetali a mangime medico","DISLRN11Y28S991O"
"2021-09-01",4,"Goose greylag","",142071,"","KUCTKZ61T24Y447T"
"2021-10-01",4,"Goose greylag","",142055,"","QKPKQX43V87J697X"
"2021-10-31",4,"Goose greylag","",142065,"","HODKWJ04P69L937F"
"2021-11-30",4,"Goose greylag","",142068,"","BASQCC79U17X832X"
"2021-12-30",4,"Goose greylag","Scrapie",142064,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","XZARRT13S94C682F"
"2022-01-29",4,"Goose greylag","",142057,"","KAXJUP32M42L944Z"
"2022-02-17",4,"Goose greylag","Malattia emorragica virale del coniglio (MEV/RHD)",142056,"Solo mangime medico per 4 settimane","VWGGON61Q76R110T"
"2022-03-19",4,"Goose greylag","",142057,"","BENAZV35V84G728Y"
"2022-04-18",4,"Goose greylag","",142067,"","VJJKWX04D16K852M"
"2022-05-18",4,"Goose greylag","Paratubercolosi o Johne's Disease",142057,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","PTLZUN37T49S915U"
"2022-06-05",4,"Goose greylag","Rinotracheite infettiva del bovino (IBR)",142063,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","AENIZK33V73S452W"
"2022-07-05",4,"Goose greylag","",142059,"","AENIZK33V73S452W"
"2022-08-04",4,"Goose greylag","",142058,"","SRCJIT69V69B232C"
"2022-09-03",4,"Goose greylag","",142060,"","TAKTMI77H14V676G"
"2022-10-03",4,"Goose greylag","",142059,"","ZQNFVZ88N58P737Y"
"2022-11-02",4,"Goose greylag","",142070,"","HCMNOI85R50S863N"
"2022-12-02",4,"Goose greylag","",142069,"","HLZDCY93J51K599T"
"2023-01-01",4,"Goose greylag","",142059,"","BENAZV35V84G728Y"
"2023-01-31",4,"Goose greylag","",142066,"","IQCTNU06Z63Q898C"
"2023-03-02",4,"Goose greylag","",142068,"","TDFCSH37D78G480U"
"2021-02-17",4,"Kangaroo western grey","",728310,"","SBFNFR02Y66Y686T"
"2021-03-19",4,"Kangaroo western grey","",728307,"","PTLZUN37T49S915U"
"2021-04-18",4,"Kangaroo western grey","",728319,"","OVLOWK98S40H989D"
"2021-05-18",4,"Kangaroo western grey","",728306,"","GQNGLA85E82M951E"
"2021-06-17",4,"Kangaroo western grey","",728301,"","UNMMKP78I91B283B"
"2021-07-17",4,"Kangaroo western grey","",728317,"","MJJYOH26B81U169C"
"2021-08-16",4,"Kangaroo western grey","",728317,"","EURLCQ48T11L828X"
"2021-09-15",4,"Kangaroo western grey","",728305,"","BASQCC79U17X832X"
"2021-10-15",4,"Kangaroo western grey","",728313,"","PNJORE64G35W983Z"
"2021-11-14",4,"Kangaroo western grey","",728312,"","JSMTOX87J13M178N"
"2021-12-14",4,"Kangaroo western grey","",728314,"","GTRNQS12W82G871H"
"2022-01-13",4,"Kangaroo western grey","",728308,"","IMIZZV64U93B294I"
"2022-02-12",4,"Kangaroo western grey","",728319,"","JWDPWX14W11D641Z"
"2022-03-14",4,"Kangaroo western grey","",728312,"","PNJORE64G35W983Z"
"2022-04-13",4,"Kangaroo western grey","",728314,"","SRCJIT69V69B232C"
"2022-05-13",4,"Kangaroo western grey","",728311,"","VWGGON61Q76R110T"
"2022-06-12",4,"Kangaroo western grey","",728304,"","BIBFLF29M44P727K"
"2022-07-12",4,"Kangaroo western grey","",728310,"","OQMRLZ73Z10C877E"
"2022-08-11",4,"Kangaroo western grey","",728316,"","QJESUE82Q82S026B"
"2022-09-10",4,"Kangaroo western grey","",728314,"","DBEFQA23Q80X119K"
"2022-10-10",4,"Kangaroo western grey","",728311,"","GTRNQS12W82G871H"
"2022-10-17",4,"Kangaroo western grey","BSE (bovine spongiform encephalopathy)",728313,"Mangime a base di Vegetali per 1 mese","ZUSDBT27S18I066Q"
"2022-11-16",4,"Kangaroo western grey","",728318,"","QJESUE82Q82S026B"
"2022-12-16",4,"Kangaroo western grey","",728317,"","RRSPAR95S04V869K"
"2021-11-25",4,"Racer snake","",175195,"","PTLZUN37T49S915U"
"2021-12-25",4,"Racer snake","",175198,"","DBEFQA23Q80X119K"
"2022-01-24",4,"Racer snake","",175204,"","SDOZRQ24F16Z694M"
"2022-02-23",4,"Racer snake","",175201,"","MJJYOH26B81U169C"
"2022-03-25",4,"Racer snake","",175188,"","MCZSYA79M27W095Y"
"2022-04-24",4,"Racer snake","",175193,"","SRCJIT69V69B232C"
"2022-05-24",4,"Racer snake","",175194,"","QJESUE82Q82S026B"
"2022-06-23",4,"Racer snake","",175200,"","FFNPLL70Q85Q417Y"
"2022-07-23",4,"Racer snake","",175197,"","VWGGON61Q76R110T"
"2022-08-22",4,"Racer snake","",175196,"","MJJYOH26B81U169C"
"2022-09-21",4,"Racer snake","",175195,"","OJUKSG65F46U287A"
"2022-10-21",4,"Racer snake","",175186,"","IMIZZV64U93B294I"
"2022-10-25",4,"Racer snake","Salmonellosi aviarie non tifoidee",175188,"Alternare vegetali a mangime medico","GRWXVM07K57A727R"
"2022-11-24",4,"Racer snake","",175192,"","CBQNTJ86T75R285F"
"2022-12-24",4,"Racer snake","",175190,"","MCZSYA79M27W095Y"
"2023-01-06",4,"Racer snake","Peste suina africana",175188,"Alternare vegetali a mangime medico","SDOZRQ24F16Z694M"
"2023-02-05",4,"Racer snake","",175199,"","SDOZRQ24F16Z694M"
"2023-03-07",4,"Racer snake","",175200,"","UBZOGR62T44A438F"
"2021-06-01",4,"Worm snake unidentified","",250947,"","QAKVXG09Q42R293C"
"2021-07-01",4,"Worm snake unidentified","",250947,"","UOQAQQ70P22F991L"
"2021-07-31",4,"Worm snake unidentified","",250941,"","HODKWJ04P69L937F"
"2021-08-30",4,"Worm snake unidentified","Leucosi bovina enzootica",250940,"No mangime per i prossimi 2 mesi solo Vegetali","NPXWCN73L74H814E"
"2021-09-17",4,"Worm snake unidentified","Influenza aviaria",250945,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","UOQAQQ70P22F991L"
"2021-10-17",4,"Worm snake unidentified","",250949,"","EXTHNF29D85P050R"
"2021-11-16",4,"Worm snake unidentified","Trichinella",250955,"No carne per 2 mesi","TCIEMF28M57K540I"
"2021-12-02",4,"Worm snake unidentified","Rabbia",250947,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","TCIEMF28M57K540I"
"2022-01-01",4,"Worm snake unidentified","",250945,"","HOINOQ93M20S623A"
"2022-01-31",4,"Worm snake unidentified","Tubercolosi bovina",250954,"Alternare vegetali a mangime medico","NPXWCN73L74H814E"
"2022-03-02",4,"Worm snake unidentified","",250945,"","SFFKVE90Y79P278X"
"2022-04-01",4,"Worm snake unidentified","",250945,"","ZUSDBT27S18I066Q"
"2022-05-01",4,"Worm snake unidentified","",250938,"","UAYJOG77C56Q827R"
"2022-05-31",4,"Worm snake unidentified","",250941,"","VWVRAA05P61R641G"
"2022-06-30",4,"Worm snake unidentified","",250956,"","TAKTMI77H14V676G"
"2022-07-30",4,"Worm snake unidentified","",250949,"","XKDHSE52X77W080Z"
"2022-08-29",4,"Worm snake unidentified","",250941,"","QKSBYE86N59G823A"
"2022-09-18",4,"Worm snake unidentified","Malattia di Newcastle",250943,"No carne per 2 mesi","ZQNFVZ88N58P737Y"
"2022-10-18",4,"Worm snake unidentified","",250954,"","YXVNEZ27G41S684L"
"2022-11-17",4,"Worm snake unidentified","",250943,"","OVLOWK98S40H989D"
"2022-12-17",4,"Worm snake unidentified","",250956,"","VWVRAA05P61R641G"
"2023-01-16",4,"Worm snake unidentified","Tubercolosi bovina",250940,"Mangime a base di Vegetali per 1 mese","OPFLBG35E28T343X"
"2023-02-15",4,"Worm snake unidentified","",250949,"","HIJOOR58D37G603M"
"2023-03-17",4,"Worm snake unidentified","Encefalopatie spongiformi trasmissibili",250938,"No carne per 2 mesi","OJUKSG65F46U287A"
"2023-04-16",4,"Worm snake unidentified","",250955,"","BJFCGM55W01H356I"
"2023-05-16",4,"Worm snake unidentified","",250955,"","EXTHNF29D85P050R"
"2021-05-26",4,"Glider feathertail","",713162,"","OPFLBG35E28T343X"
"2021-06-25",4,"Glider feathertail","",713163,"","UOQAQQ70P22F991L"
"2021-07-25",4,"Glider feathertail","",713161,"","UEESQB52D01C783S"
"2021-08-24",4,"Glider feathertail","",713154,"","MJJYOH26B81U169C"
"2021-09-23",4,"Glider feathertail","",713168,"","GRWXVM07K57A727R"
"2021-10-23",4,"Glider feathertail","Malattia emorragica virale del coniglio (MEV/RHD)",713164,"No mangime per i prossimi 2 mesi solo Vegetali","QAKVXG09Q42R293C"
"2021-11-22",4,"Glider feathertail","",713156,"","RELZWK33P23V293V"
"2021-12-22",4,"Glider feathertail","",713162,"","OQMRLZ73Z10C877E"
"2022-01-21",4,"Glider feathertail","",713162,"","RRSPAR95S04V869K"
"2022-02-20",4,"Glider feathertail","",713171,"","XKDHSE52X77W080Z"
"2022-03-22",4,"Glider feathertail","",713163,"","LXLDKR21X49J408B"
"2021-07-17",4,"Wapiti elk","",968261,"","GTBBNJ43V27L642G"
"2021-08-16",4,"Wapiti elk","",968260,"","TAKTMI77H14V676G"
"2021-09-15",4,"Wapiti elk","",968259,"","OVLOWK98S40H989D"
"2021-10-15",4,"Wapiti elk","Salmonellosi aviarie non tifoidee",968259,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","VWGGON61Q76R110T"
"2021-11-14",4,"Wapiti elk","Brucellosi",968256,"Alternare vegetali a mangime medico","SFPKPJ09U63O240C"
"2021-12-14",4,"Wapiti elk","",968266,"","QKSBYE86N59G823A"
"2022-01-13",4,"Wapiti elk","",968267,"","HKASFO52W74K212M"
"2022-02-12",4,"Wapiti elk","",968268,"","ZUSDBT27S18I066Q"
"2022-03-14",4,"Wapiti elk","",968261,"","ZUSDBT27S18I066Q"
"2022-04-13",4,"Wapiti elk","",968270,"","TCIEMF28M57K540I"
"2022-05-13",4,"Wapiti elk","Leishmania",968264,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","AENIZK33V73S452W"
"2022-05-17",4,"Wapiti elk","Peste suina africana",968257,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","TAKTMI77H14V676G"
"2022-06-16",4,"Wapiti elk","",968262,"","BASQCC79U17X832X"
"2022-07-16",4,"Wapiti elk","",968259,"","TCIEMF28M57K540I"
"2022-08-15",4,"Wapiti elk","",968252,"","DMWBFI26H80R696J"
"2022-09-14",4,"Wapiti elk","",968267,"","QAKVXG09Q42R293C"
"2022-10-14",4,"Wapiti elk","",968269,"","JSMTOX87J13M178N"
"2022-11-13",4,"Wapiti elk","",968265,"","SRCJIT69V69B232C"
"2022-12-13",4,"Wapiti elk","",968259,"","OILQPX59S83T716L"
"2023-01-12",4,"Wapiti elk","",968254,"","JSMTOX87J13M178N"
"2023-02-11",4,"Wapiti elk","",968254,"","GTBBNJ43V27L642G"
"2021-11-20",4,"Mynah indian","",395279,"","SFPKPJ09U63O240C"
"2021-12-10",4,"Mynah indian","Rinotracheite infettiva del bovino (IBR)",395278,"Alternare vegetali a mangime medico","JWDPWX14W11D641Z"
"2022-01-09",4,"Mynah indian","",395280,"","CSURHY42I31P326H"
"2022-02-08",4,"Mynah indian","",395276,"","DMWBFI26H80R696J"
"2022-03-03",4,"Mynah indian","Paratubercolosi o Johne's Disease",395283,"Alternare vegetali a mangime medico","BJKQKC10K57B486P"
"2022-04-02",4,"Mynah indian","",395280,"","DZNPCP87G63Q961Q"
"2022-04-11",4,"Mynah indian","Brucellosi",395286,"No mangime per i prossimi 2 mesi solo Vegetali","DKKRNI12W38H575K"
"2022-05-11",4,"Mynah indian","",395288,"","OJUKSG65F46U287A"
"2022-06-10",4,"Mynah indian","",395276,"","AENIZK33V73S452W"
"2022-07-10",4,"Mynah indian","",395284,"","ZQNFVZ88N58P737Y"
"2022-08-09",4,"Mynah indian","",395276,"","MJJYOH26B81U169C"
"2022-08-27",4,"Mynah indian","Influenza aviaria",395270,"No carne per 2 mesi","KDIHSK05G77B383M"
"2022-09-26",4,"Mynah indian","Leishmania",395278,"Mangime a base di Vegetali per 1 mese","FFNPLL70Q85Q417Y"
"2021-10-25",4,"Pine siskin","",38603,"","JWDPWX14W11D641Z"
"2021-11-11",4,"Pine siskin","Salmonellosi aviarie non tifoidee",38599,"Alternare vegetali a mangime medico","DMWBFI26H80R696J"
"2021-12-05",4,"Pine siskin","Scrapie",38599,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","RZXHMF06C91C657B"
"2022-01-04",4,"Pine siskin","",38607,"","QENHBQ79P95H124I"
"2022-02-03",4,"Pine siskin","",38604,"","BENAZV35V84G728Y"
"2022-03-05",4,"Pine siskin","",38601,"","HUWCCJ71H63A894K"
"2022-04-04",4,"Pine siskin","",38603,"","SFFKVE90Y79P278X"
"2022-05-04",4,"Pine siskin","",38598,"","UBZOGR62T44A438F"
"2022-06-03",4,"Pine siskin","",38603,"","GQNGLA85E82M951E"
"2022-07-03",4,"Pine siskin","",38595,"","HUWCCJ71H63A894K"
"2022-08-02",4,"Pine siskin","",38594,"","JSMTOX87J13M178N"
"2022-08-31",4,"Pine siskin","Influenza aviaria",38610,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","OVLOWK98S40H989D"
"2022-09-30",4,"Pine siskin","",38610,"","UBZOGR62T44A438F"
"2022-10-30",4,"Pine siskin","",38595,"","SRCJIT69V69B232C"
"2022-11-29",4,"Pine siskin","Salmonellosi aviarie non tifoidee",38602,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","CSURHY42I31P326H"
"2022-12-29",4,"Pine siskin","",38607,"","VJJKWX04D16K852M"
"2023-01-28",4,"Pine siskin","",38609,"","KDIHSK05G77B383M"
"2023-02-27",4,"Pine siskin","",38596,"","HODKWJ04P69L937F"
"2023-03-29",4,"Pine siskin","West nile disease",38611,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","YXVNEZ27G41S684L"
"2023-04-28",4,"Pine siskin","",38603,"","HLZDCY93J51K599T"
"2023-05-28",4,"Pine siskin","",38594,"","DZNPCP87G63Q961Q"
"2023-06-27",4,"Pine siskin","",38602,"","IQCTNU06Z63Q898C"
"2023-07-27",4,"Pine siskin","",38598,"","HOINOQ93M20S623A"
"2023-08-26",4,"Pine siskin","",38610,"","OPFLBG35E28T343X"
"2023-09-25",4,"Pine siskin","",38598,"","ZUSDBT27S18I066Q"
"2023-10-25",4,"Pine siskin","",38606,"","GTBBNJ43V27L642G"
"2023-11-24",4,"Pine siskin","",38608,"","SFFKVE90Y79P278X"
"2021-04-01",4,"African lynx","",686440,"","TAKTMI77H14V676G"
"2021-05-01",4,"African lynx","",686437,"","BXKXIK91F37M945W"
"2021-05-31",4,"African lynx","Febbre catarrale degli ovini",686448,"Alternare vegetali a mangime medico","MXWYXX83C31B873T"
"2021-06-30",4,"African lynx","Malattia emorragica virale del coniglio (MEV/RHD)",686437,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","CBFDND09F91H546K"
"2021-07-30",4,"African lynx","",686438,"","HODKWJ04P69L937F"
"2021-08-29",4,"African lynx","",686439,"","XZARRT13S94C682F"
"2021-09-28",4,"African lynx","",686432,"","BJFCGM55W01H356I"
"2021-10-28",4,"African lynx","",686436,"","CFHACW39N88B188Y"
"2021-11-27",4,"African lynx","",686449,"","PTLZUN37T49S915U"
"2021-12-27",4,"African lynx","",686444,"","IMIZZV64U93B294I"
"2022-01-26",4,"African lynx","",686443,"","LSXHKI99G45I261M"
"2022-02-25",4,"African lynx","",686431,"","JWDPWX14W11D641Z"
"2022-03-20",4,"African lynx","Afta epizootica",686435,"Mangime a base di Vegetali per 1 mese","TDFCSH37D78G480U"
"2022-04-19",4,"African lynx","",686446,"","WZANMN50R81D594P"
"2022-05-19",4,"African lynx","Peste suina africana",686446,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","DZNPCP87G63Q961Q"
"2022-06-18",4,"African lynx","",686435,"","HUWCCJ71H63A894K"
"2022-07-18",4,"African lynx","",686445,"","DBEFQA23Q80X119K"
"2022-08-17",4,"African lynx","",686449,"","TXIJSS76W27X542H"
"2022-08-30",4,"African lynx","Encefalopatie spongiformi trasmissibili",686437,"Alternare carne nelle settimane dispari e verdure nelle settimane pari","CRPRFQ00X25H955M"
"2022-09-29",4,"African lynx","",686445,"","AENIZK33V73S452W"
"2021-06-19",4,"Tenrec tailless","",949488,"","HOINOQ93M20S623A"
"2021-06-20",4,"Tenrec tailless","Leishmania",949482,"Dieta liquida per 1 mese e poi risentire il Veterinario Curante","KAXJUP32M42L944Z"
"2021-07-20",4,"Tenrec tailless","",949485,"","AZVQRE05Q26F968B"
"2021-08-19",4,"Tenrec tailless","",949486,"","MJJYOH26B81U169C"
"2021-09-18",4,"Tenrec tailless","",949489,"","DMWBFI26H80R696J"
